utility_sum,utility,intersection_sum,final_intersection,score
0.0004625518907808,0.0004625518907808,0,1.0,0.5002312759453904
0.0006073653593262,0.0003036826796631,0,1.0,0.5001518413398316
0.0006531957199436493,0.00021773190664788308,1047,0.9879033655679179,0.4940605487372829
0.0008008659434737492,0.0002002164858684373,2512,0.983674742643236,0.4919374795645522
0.0008961482847750441,0.00017922965695500883,4373,0.9818113756888842,0.49099530267291963
