utility_sum,utility,intersection_sum,final_intersection,score
0.9881820516801886,0.09881820516801886,0.0,1.0,0.7747045512920047
1.963550055714836,0.1963550055714836,260.0,0.9999986212367719,0.7990877173204498
2.9340486849689498,0.29340486849689495,7367.0,0.9999609332742233,0.8233219170798912
3.9013609658022457,0.3901360965802246,9072.0,0.9999518917692077,0.847497942971962
4.867618690612547,0.4867618690612547,10100.0,0.999946440351521,0.8716502975289544
5.832081780052967,0.5832081780052967,21123.0,0.999887986093582,0.8957180340715106
6.799320825868589,0.6799320825868589,84238.0,0.9995532913199431,0.919647989136672
7.764731476667917,0.7764731476667917,191789.0,0.9989829553047385,0.9433555033952519
8.704220328534484,0.8704220328534484,221348.0,0.9988262058345018,0.9667251625892385
9.633656219324694,0.9633656219324693,240958.0,0.9987222152694846,0.9898830669352308
