utility_sum,utility,intersection_sum,final_intersection,score
0.9881820516801886,0.09881820516801886,0.0,1.0,0.5494091025840094
1.963550055714836,0.1963550055714836,260.0,0.9999986212367719,0.5981768134041278
2.9340486849689498,0.29340486849689495,7367.0,0.9999609332742233,0.6466829008855591
3.9013609658022457,0.3901360965802246,9072.0,0.9999518917692077,0.6950439941747162
4.867618690612547,0.4867618690612547,10100.0,0.999946440351521,0.7433541547063879
5.8348577364281695,0.583485773642817,63785.0,0.9996617522595808,0.7915737629511989
6.799320825868589,0.6799320825868589,84238.0,0.9995532913199431,0.839742686953401
7.764731476667917,0.7764731476667917,191789.0,0.9989829553047385,0.8877280514857651
8.713196619358799,0.8713196619358798,343776.0,0.9981769780479682,0.934748319991924
9.652685471225366,0.9652685471225366,382527.0,0.99797148399468,0.9816200155586083
