utility_sum,utility,intersection_sum,final_intersection,score
0.9999983494592183,0.09999983494592182,0.0,1.0,0.7749999587364804
1.9999726735053773,0.19999726735053774,0.0,1.0,0.7999993168376345
2.9999377471029005,0.29999377471029004,0.0,1.0,0.8249984436775725
3.9998928685331574,0.39998928685331575,0.0,1.0,0.849997321713329
4.999671300970733,0.4999671300970733,0.0,1.0,0.8749917825242683
5.999632884002442,0.5999632884002442,4427.0,0.9999765239045726,0.8999732150284905
6.998509025493074,0.6998509025493074,9838.0,0.9999478297206201,0.924923597927792
7.99698671014682,0.7996986710146821,20645.0,0.9998905208967476,0.9498425584262311
8.996635350735893,0.8996635350735893,39052.0,0.9997929097631285,0.9747605660907437
9.993556716035169,0.9993556716035169,48408.0,0.9997432954986563,0.9996463895248714
