utility_sum,utility,intersection_sum,final_intersection,score
0.9881820516801886,0.09881820516801886,0.0,1.0,0.09881820516801886
1.963550055714836,0.1963550055714836,260.0,0.9999986212367719,0.1963550055714836
2.9340486849689498,0.29340486849689495,7367.0,0.9999609332742233,0.29340486849689495
3.9013609658022457,0.3901360965802246,9072.0,0.9999518917692077,0.3901360965802246
4.868600011617868,0.48686000116178685,62580.0,0.9996681422968499,0.48686000116178685
5.8348577364281695,0.583485773642817,63785.0,0.9996617522595808,0.583485773642817
6.800268387227497,0.6800268387227497,161906.0,0.999141422926075,0.6800268387227497
7.764731476667917,0.7764731476667917,191789.0,0.9989829553047385,0.7764731476667917
8.713196619358799,0.8713196619358798,343776.0,0.9981769780479682,0.8713196619358798
9.652685471225366,0.9652685471225366,382527.0,0.99797148399468,0.9652685471225366
